Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"overhead press",8,2,"50","kgs","","","15/11/2021, 10:09:03","00:01:21.4",0.37,613,0.67,109,1.647
"overhead press",8,3,"50","kgs","","","15/11/2021, 10:09:03","00:01:21.4",0.34,626,0.65,106,1.852
"overhead press",9,1,"50","kgs","","","15/11/2021, 10:09:03","00:00:46.3",0.30,595,0.70,128,1.948
"overhead press",9,2,"50","kgs","","","15/11/2021, 10:09:03","00:00:46.3",0.25,628,0.62,92,2.511
"overhead press",10,1,"50","kgs","","","15/11/2021, 10:09:03","00:00:56.8",0.22,585,0.70,114,2.619
"squat",1,1,"20","kgs","","high bar","22/11/2021, 10:04:02","00:00:00",1.08,657,1.75,443,0.61
"squat",1,2,"20","kgs","","high bar","22/11/2021, 10:04:02","00:00:00",1.10,687,1.73,484,0.625
"squat",1,3,"20","kgs","","high bar","22/11/2021, 10:04:02","00:00:00",1.20,730,1.78,489,0.609
"squat",2,1,"40","kgs","","high bar","22/11/2021, 10:04:02","00:00:49.1",1.03,699,1.67,476,0.676
"squat",2,2,"40","kgs","","high bar","22/11/2021, 10:04:02","00:00:49.1",1.05,718,1.58,491,0.681
"squat",2,3,"40","kgs","","high bar","22/11/2021, 10:04:02","00:00:49.1",0.98,721,1.35,491,0.736
"squat",3,1,"60","kgs","","high bar","22/11/2021, 10:04:02","00:01:17.1",0.90,684,1.41,522,0.759
"squat",3,2,"60","kgs","","high bar","22/11/2021, 10:04:02","00:01:17.1",0.96,739,1.49,617,0.766
"squat",4,1,"80","kgs","","high bar","22/11/2021, 10:04:02","00:01:09.7",0.75,697,1.19,591,0.927
"squat",4,2,"80","kgs","","high bar","22/11/2021, 10:04:02","00:01:09.7",0.75,703,1.16,606,0.942
"squat",5,1,"100","kgs","","high bar","22/11/2021, 10:04:02","00:01:46.0",0.66,696,1.20,602,1.051
"squat",6,1,"120","kgs","","high bar","22/11/2021, 10:04:02","00:02:05.8",0.51,715,0.94,645,1.408
"squat",7,1,"130","kgs","","high bar","22/11/2021, 10:04:02","00:01:34.3",0.42,693,0.99,614,1.659
"squat",8,1,"140","kgs","","high bar","22/11/2021, 10:04:02","00:02:09.4",0.33,712,0.90,649,2.139
"squat",9,1,"145","kgs","","high bar","22/11/2021, 10:04:02","00:02:28.3",0.28,698,0.79,638,2.513
"squat",10,1,"150","kgs","","high bar","22/11/2021, 10:04:02","00:03:05.0",0.28,680,0.89,618,2.407
"squat",11,1,"130","kgs","","high bar","22/11/2021, 10:04:02","00:02:02.9",0.46,669,0.92,592,1.466
"squat",11,2,"130","kgs","","high bar","22/11/2021, 10:04:02","00:02:02.9",0.40,695,0.84,611,1.724
"squat",11,3,"130","kgs","","high bar","22/11/2021, 10:04:02","00:02:02.9",0.34,691,0.76,631,2.022
"squat",12,1,"130","kgs","","high bar","22/11/2021, 10:04:02","00:01:43.8",0.39,690,0.84,619,1.769
"squat",12,2,"130","kgs","","high bar","22/11/2021, 10:04:02","00:01:43.8",0.34,685,0.76,622,2.018
"squat",12,3,"130","kgs","","high bar","22/11/2021, 10:04:02","00:01:43.8",0.26,685,0.57,632,2.589
"bench press",1,1,"20","kgs","","wide grip","22/11/2021, 10:04:02","00:02:58.3",0.52,292,1.13,201,0.563
"bench press",1,2,"20","kgs","","wide grip","22/11/2021, 10:04:02","00:02:58.3",0.54,277,1.15,172,0.516
"bench press",1,3,"20","kgs","","wide grip","22/11/2021, 10:04:02","00:02:58.3",0.68,316,1.32,196,0.467
"bench press",2,1,"30","kgs","","wide grip","22/11/2021, 10:04:02","00:01:17.2",0.59,283,1.07,183,0.478
"bench press",2,2,"30","kgs","","wide grip","22/11/2021, 10:04:02","00:01:17.2",0.63,296,1.13,192,0.469
"bench press",2,3,"30","kgs","","wide grip","22/11/2021, 10:04:02","00:01:17.2",0.57,294,1.13,189,0.519
"bench press",3,1,"40","kgs","","wide grip","22/11/2021, 10:04:02","00:01:04.8",0.47,302,1.08,202,0.644
"bench press",3,2,"40","kgs","","wide grip","22/11/2021, 10:04:02","00:01:04.8",0.57,298,1.09,207,0.526
"bench press",3,3,"40","kgs","","wide grip","22/11/2021, 10:04:02","00:01:04.8",0.56,279,0.97,188,0.502
"bench press",4,1,"50","kgs","","wide grip","22/11/2021, 10:04:02","00:01:08.1",0.43,278,0.80,197,0.65
"bench press",4,2,"50","kgs","","wide grip","22/11/2021, 10:04:02","00:01:08.1",0.40,289,0.80,211,0.731
"bench press",5,1,"60","kgs","","wide grip","22/11/2021, 10:04:02","00:01:24.3",0.36,272,0.60,202,0.765
"bench press",5,2,"60","kgs","","wide grip","22/11/2021, 10:04:02","00:01:24.3",0.37,278,0.56,211,0.76
"bench press",6,1,"70","kgs","","wide grip","22/11/2021, 10:04:02","00:01:33.0",0.29,267,0.45,201,0.909
"bench press",7,1,"75","kgs","","wide grip","22/11/2021, 10:04:02","00:01:44.1",0.27,258,0.41,172,0.941
"bench press",8,1,"80","kgs","","wide grip","22/11/2021, 10:04:02","00:01:48.0",0.24,260,0.34,189,1.071
"bench press",9,1,"85","kgs","","wide grip","22/11/2021, 10:04:02","00:01:52.2",0.20,247,0.27,214,1.239
"bench press",10,1,"90","kgs","","wide grip","22/11/2021, 10:04:02","00:01:45.0",0.15,252,0.18,83,1.725
"bench press",11,1,"75","kgs","","wide grip","22/11/2021, 10:04:02","00:02:19.2",0.29,249,0.42,193,0.87
"bench press",11,2,"75","kgs","","wide grip","22/11/2021, 10:04:02","00:02:19.2",0.25,249,0.34,205,1.008
"bench press",11,3,"75","kgs","","wide grip","22/11/2021, 10:04:02","00:02:19.2",0.22,277,0.26,103,1.278
"bench press",12,1,"75","kgs","","wide grip","22/11/2021, 10:04:02","00:01:29.9",0.22,251,0.32,216,1.129
"bench press",12,2,"75","kgs","","wide grip","22/11/2021, 10:04:02","00:01:29.9",0.21,243,0.32,203,1.176
"bench press",12,3,"75","kgs","","wide grip","22/11/2021, 10:04:02","00:01:29.9",0.15,238,0.20,210,1.542
"squat",1,1,"20","kgs","","high bar","24/11/2021, 09:10:39","00:00:00",0.96,619,1.50,424,0.645
"squat",1,2,"20","kgs","","high bar","24/11/2021, 09:10:39","00:00:00",1.03,668,1.57,455,0.648
"squat",1,3,"20","kgs","","high bar","24/11/2021, 09:10:39","00:00:00",1.00,675,1.41,433,0.675
"squat",2,1,"40","kgs","","high bar","24/11/2021, 09:10:39","00:01:17.9",0.95,680,1.44,458,0.712
"squat",2,2,"40","kgs","","high bar","24/11/2021, 09:10:39","00:01:17.9",1.07,669,1.47,553,0.628
"squat",2,3,"40","kgs","","high bar","24/11/2021, 09:10:39","00:01:17.9",0.96,700,1.42,476,0.729
"squat",3,1,"60","kgs","","high bar","24/11/2021, 09:10:39","00:01:22.9",0.86,670,1.31,536,0.781
"squat",3,2,"60","kgs","","high bar","24/11/2021, 09:10:39","00:01:22.9",0.89,698,1.41,579,0.784
"squat",4,1,"80","kgs","","high bar","24/11/2021, 09:10:39","00:00:59.4",0.76,688,1.23,581,0.907
"squat",4,2,"80","kgs","","high bar","24/11/2021, 09:10:39","00:00:59.4",0.68,688,1.04,595,1.012
"squat",5,1,"100","kgs","","high bar","24/11/2021, 09:10:39","00:01:23.9",0.59,694,1.18,597,1.175
"squat",6,1,"120","kgs","","high bar","24/11/2021, 09:10:39","00:01:51.9",0.46,685,0.95,613,1.481
"squat",7,1,"130","kgs","","high bar","24/11/2021, 09:10:39","00:02:10.1",0.34,668,0.81,605,1.95
"squat",8,1,"140","kgs","","high bar","24/11/2021, 09:10:39","00:02:08.3",0.21,651,0.55,607,3.022
"squat",9,1,"112,5","kgs","","high bar","24/11/2021, 09:10:39","00:02:25.3",0.47,672,0.69,590,1.437
"squat",9,2,"112,5","kgs","","high bar","24/11/2021, 09:10:39","00:02:25.3",0.44,652,0.66,528,1.477
"squat",9,3,"112,5","kgs","","high bar","24/11/2021, 09:10:39","00:02:25.3",0.43,685,0.91,610,1.606
"squat",10,1,"112,5","kgs","","high bar","24/11/2021, 09:10:39","00:01:46.3",0.44,668,0.72,594,1.531
"squat",10,2,"112,5","kgs","","high bar","24/11/2021, 09:10:39","00:01:46.3",0.48,687,0.99,607,1.431
"squat",10,3,"112,5","kgs","","high bar","24/11/2021, 09:10:39","00:01:46.3",0.39,691,0.80,621,1.771
"bench press",1,1,"20","kgs","","wide grip","24/11/2021, 09:10:39","00:03:20.0",0.49,283,1.16,182,0.576
"bench press",1,2,"20","kgs","","wide grip","24/11/2021, 09:10:39","00:03:20.0",0.50,300,1.20,203,0.601
"bench press",1,3,"20","kgs","","wide grip","24/11/2021, 09:10:39","00:03:20.0",0.73,307,1.36,199,0.419
"bench press",2,1,"40","kgs","","wide grip","24/11/2021, 09:10:39","00:01:28.8",0.47,284,1.01,194,0.6
"bench press",2,2,"40","kgs","","wide grip","24/11/2021, 09:10:39","00:01:28.8",0.46,290,0.99,194,0.624
"bench press",2,3,"40","kgs","","wide grip","24/11/2021, 09:10:39","00:01:28.8",0.48,288,0.86,198,0.603
"bench press",3,1,"50","kgs","","wide grip","24/11/2021, 09:10:39","00:01:56.8",0.44,271,0.80,188,0.622
"bench press",3,2,"50","kgs","","wide grip","24/11/2021, 09:10:39","00:01:56.8",0.38,287,0.78,200,0.763
"bench press",4,1,"60","kgs","","wide grip","24/11/2021, 09:10:39","00:02:04.6",0.31,286,0.64,208,0.932
"bench press",4,2,"60","kgs","","wide grip","24/11/2021, 09:10:39","00:02:04.6",0.28,262,0.44,171,0.949
"bench press",5,1,"70","kgs","","wide grip","24/11/2021, 09:10:39","00:02:04.4",0.29,280,0.41,188,0.974
"bench press",6,1,"80","kgs","","wide grip","24/11/2021, 09:10:39","00:01:55.6",0.19,257,0.24,71,1.362
"bench press",7,1,"85","kgs","","wide grip","24/11/2021, 09:10:39","00:02:06.8",0.14,253,0.18,232,1.842
"bench press",8,1,"70","kgs","","wide grip","24/11/2021, 09:10:39","00:02:48.8",0.28,266,0.45,177,0.941
"bench press",8,2,"70","kgs","","wide grip","24/11/2021, 09:10:39","00:02:48.8",0.23,277,0.36,192,1.212
"bench press",8,3,"70","kgs","","wide grip","24/11/2021, 09:10:39","00:02:48.8",0.18,265,0.26,242,1.476
"bench press",9,1,"70","kgs","","wide grip","24/11/2021, 09:10:39","00:01:51.3",0.27,260,0.42,171,0.982
"bench press",9,2,"70","kgs","","wide grip","24/11/2021, 09:10:39","00:01:51.3",0.23,265,0.34,175,1.168
"bench press",9,3,"70","kgs","","wide grip","24/11/2021, 09:10:39","00:01:51.3",0.20,264,0.29,172,1.328
"deadlift",1,1,"60","kgs","","conventional","25/11/2021, 09:14:15","00:00:00",0.76,560,1.47,389,0.739
"deadlift",1,2,"60","kgs","","conventional","25/11/2021, 09:14:15","00:00:00",0.81,568,1.44,409,0.699
"deadlift",1,3,"60","kgs","","conventional","25/11/2021, 09:14:15","00:00:00",0.88,585,1.64,390,0.665
"deadlift",2,1,"80","kgs","","conventional","25/11/2021, 09:14:15","00:00:44.9",0.71,548,1.23,382,0.767
"deadlift",2,2,"80","kgs","","conventional","25/11/2021, 09:14:15","00:00:44.9",0.63,558,1.10,443,0.881
"deadlift",2,3,"80","kgs","","conventional","25/11/2021, 09:14:15","00:00:44.9",0.60,559,1.08,352,0.937
"deadlift",3,1,"100","kgs","","conventional","25/11/2021, 09:14:15","00:01:11.2",0.55,558,1.04,449,1.013
"deadlift",3,2,"100","kgs","","conventional","25/11/2021, 09:14:15","00:01:11.2",0.56,555,1.00,406,0.989
"deadlift",4,1,"120","kgs","","conventional","25/11/2021, 09:14:15","00:00:53.9",0.44,544,0.77,445,1.242
"deadlift",4,2,"120","kgs","","conventional","25/11/2021, 09:14:15","00:00:53.9",0.44,535,0.76,402,1.208
"deadlift",5,1,"130","kgs","","conventional,hook grip","25/11/2021, 09:14:15","00:01:28.5",0.41,537,0.73,448,1.324
"deadlift",6,1,"140","kgs","","conventional,hook grip","25/11/2021, 09:14:15","00:01:22.4",0.33,518,0.56,443,1.576
"deadlift",7,1,"150","kgs","","conventional,hook grip","25/11/2021, 09:14:15","00:01:47.3",0.26,515,0.44,442,1.996
"deadlift",8,1,"160","kgs","","conventional,straps","25/11/2021, 09:14:15","00:01:44.0",0.19,522,0.35,444,2.749
"deadlift",9,1,"165","kgs","","conventional,straps","25/11/2021, 09:14:15","00:01:26.7",0.12,517,0.28,456,4.213
"deadlift",10,1,"130","kgs","","conventional,straps","25/11/2021, 09:14:15","00:02:13.1",0.37,529,0.63,443,1.422
"deadlift",10,2,"130","kgs","","conventional,straps","25/11/2021, 09:14:15","00:02:13.1",0.38,514,0.56,380,1.36
"deadlift",10,3,"130","kgs","","conventional,straps","25/11/2021, 09:14:15","00:02:13.1",0.34,519,0.55,438,1.523
"deadlift",11,1,"130","kgs","","conventional,straps","25/11/2021, 09:14:15","00:01:19.8",0.37,518,0.58,348,1.391
"deadlift",11,2,"130","kgs","","conventional,straps","25/11/2021, 09:14:15","00:01:19.8",0.37,507,0.59,326,1.376
"deadlift",11,3,"130","kgs","","conventional,straps","25/11/2021, 09:14:15","00:01:19.8",0.33,512,0.51,382,1.539
"overhead press",1,1,"20","kgs","","","25/11/2021, 09:14:15","00:02:43.3",1.15,632,1.90,393,0.549
"overhead press",1,2,"20","kgs","","","25/11/2021, 09:14:15","00:02:43.3",0.92,659,1.84,418,0.72
"overhead press",1,3,"20","kgs","","","25/11/2021, 09:14:15","00:02:43.3",0.84,673,1.83,338,0.802
"overhead press",2,1,"30","kgs","","","25/11/2021, 09:14:15","00:00:56.5",0.96,624,1.39,285,0.648
"overhead press",2,2,"30","kgs","","","25/11/2021, 09:14:15","00:00:56.5",0.97,620,1.38,484,0.639
"overhead press",2,3,"30","kgs","","","25/11/2021, 09:14:15","00:00:56.5",0.69,648,1.21,509,0.94
"overhead press",3,1,"40","kgs","","","25/11/2021, 09:14:15","00:00:47.6",0.76,613,1.04,179,0.804
"overhead press",3,2,"40","kgs","","","25/11/2021, 09:14:15","00:00:47.6",0.76,614,0.96,167,0.806
"overhead press",4,1,"45","kgs","","","25/11/2021, 09:14:15","00:01:11.7",0.61,607,0.90,148,0.987
"overhead press",4,2,"45","kgs","","","25/11/2021, 09:14:15","00:01:11.7",0.52,614,0.82,170,1.188
"overhead press",5,1,"50","kgs","","","25/11/2021, 09:14:15","00:01:23.4",0.44,593,0.77,128,1.349
"overhead press",6,1,"55","kgs","","","25/11/2021, 09:14:15","00:01:32.9",0.31,601,0.71,119,1.951
"overhead press",7,1,"60","kgs","","","25/11/2021, 09:14:15","00:01:50.7",0.22,602,0.62,86,2.754
"overhead press",8,1,"50","kgs","","","25/11/2021, 09:14:15","00:01:18.9",0.42,609,0.81,145,1.451
"overhead press",8,2,"50","kgs","","","25/11/2021, 09:14:15","00:01:18.9",0.36,615,0.71,132,1.726
"overhead press",8,3,"50","kgs","","","25/11/2021, 09:14:15","00:01:18.9",0.29,627,0.68,110,2.152
"overhead press",9,1,"50","kgs","","","25/11/2021, 09:14:15","00:01:26.4",0.38,619,0.76,130,1.636
"overhead press",9,2,"50","kgs","","","25/11/2021, 09:14:15","00:01:26.4",0.33,629,0.66,152,1.882
"overhead press",9,3,"50","kgs","","","25/11/2021, 09:14:15","00:01:26.4",0.25,626,0.67,120,2.482
"squat",1,1,"20","kgs","","high bar","26/11/2021, 08:06:56","00:00:00",1.09,644,1.78,414,0.592
"squat",1,2,"20","kgs","","high bar","26/11/2021, 08:06:56","00:00:00",1.11,652,1.72,431,0.587
"squat",1,3,"20","kgs","","high bar","26/11/2021, 08:06:56","00:00:00",1.26,662,1.75,440,0.527
"squat",2,1,"40","kgs","","high bar","26/11/2021, 08:06:56","00:00:57.0",0.98,647,1.59,423,0.66
"squat",2,2,"40","kgs","","high bar","26/11/2021, 08:06:56","00:00:57.0",1.06,701,1.71,499,0.661
"squat",2,3,"40","kgs","","high bar","26/11/2021, 08:06:56","00:00:57.0",1.00,676,1.65,440,0.675
"squat",3,1,"60","kgs","","high bar","26/11/2021, 08:06:56","00:02:03.9",0.81,621,1.32,479,0.763
"squat",3,2,"60","kgs","","high bar","26/11/2021, 08:06:56","00:02:03.9",0.91,684,1.40,566,0.751
"squat",4,1,"80","kgs","","high bar","26/11/2021, 08:06:56","00:01:27.6",0.74,656,1.31,546,0.883
"squat",4,2,"80","kgs","","high bar","26/11/2021, 08:06:56","00:01:27.6",0.81,683,1.31,566,0.849
"squat",5,1,"100","kgs","","high bar","26/11/2021, 08:06:56","00:02:41.4",0.66,681,1.30,571,1.025
"squat",6,1,"120","kgs","","high bar","26/11/2021, 08:06:56","00:02:38.3",0.51,690,1.09,606,1.35
"squat",7,1,"130","kgs","","high bar","26/11/2021, 08:06:56","00:01:48.4",0.41,663,1.01,588,1.626
"squat",8,1,"140","kgs","","high bar","26/11/2021, 08:06:56","00:01:54.7",0.33,697,0.92,623,2.091
"squat",9,1,"145","kgs","","high bar","26/11/2021, 08:06:56","00:02:14.1",0.29,678,0.92,610,2.298
"squat",10,1,"150","kgs","","high bar","26/11/2021, 08:06:56","00:02:28.1",0.26,676,0.85,608,2.605
"squat",11,1,"120","kgs","","high bar","26/11/2021, 08:06:56","00:02:19.5",0.46,677,0.95,591,1.457
"squat",11,2,"120","kgs","","high bar","26/11/2021, 08:06:56","00:02:19.5",0.48,685,0.94,603,1.413
"squat",11,3,"120","kgs","","high bar","26/11/2021, 08:06:56","00:02:19.5",0.40,682,0.93,611,1.687
"squat",12,1,"120","kgs","","high bar","26/11/2021, 08:06:56","00:01:46.3",0.38,656,0.78,578,1.716
"squat",12,2,"120","kgs","","high bar","26/11/2021, 08:06:56","00:01:46.3",0.34,672,0.79,591,1.948
"squat",12,3,"120","kgs","","high bar","26/11/2021, 08:06:56","00:01:46.3",0.36,678,0.71,614,1.865
"bench press",1,1,"20","kgs","","wide grip","26/11/2021, 08:06:56","00:04:07.1",0.69,284,1.31,187,0.412
"bench press",1,2,"20","kgs","","wide grip","26/11/2021, 08:06:56","00:04:07.1",0.66,319,1.51,210,0.487
"bench press",1,3,"20","kgs","","wide grip","26/11/2021, 08:06:56","00:04:07.1",0.53,325,1.39,217,0.611
"bench press",2,1,"40","kgs","","wide grip","26/11/2021, 08:06:56","00:00:59.9",0.43,284,1.00,195,0.653
"bench press",2,2,"40","kgs","","wide grip","26/11/2021, 08:06:56","00:00:59.9",0.48,315,1.08,222,0.655
"bench press",2,3,"40","kgs","","wide grip","26/11/2021, 08:06:56","00:00:59.9",0.58,317,1.13,221,0.549
"bench press",3,1,"50","kgs","","wide grip","26/11/2021, 08:06:56","00:00:57.6",0.39,283,0.87,195,0.721
"bench press",3,2,"50","kgs","","wide grip","26/11/2021, 08:06:56","00:00:57.6",0.42,313,0.93,225,0.747
"bench press",3,3,"50","kgs","","wide grip","26/11/2021, 08:06:56","00:00:57.6",0.38,286,0.78,214,0.764
"bench press",4,1,"60","kgs","","wide grip","26/11/2021, 08:06:56","00:02:40.5",0.38,295,0.73,219,0.775
"bench press",4,2,"60","kgs","","wide grip","26/11/2021, 08:06:56","00:02:40.5",0.28,275,0.43,158,0.97
"bench press",5,1,"70","kgs","","wide grip","26/11/2021, 08:06:56","00:01:35.9",0.29,269,0.49,219,0.921
"bench press",6,1,"80","kgs","","wide grip","26/11/2021, 08:06:56","00:01:26.7",0.19,262,0.28,166,1.348
"bench press",7,1,"85","kgs","","wide grip","26/11/2021, 08:06:56","00:02:39.3",0.19,258,0.32,219,1.343
"bench press",8,1,"87,5","kgs","","wide grip","26/11/2021, 08:06:56","00:02:07.0",0.16,255,0.25,225,1.575
"bench press",9,1,"70","kgs","","wide grip","26/11/2021, 08:06:56","00:03:38.9",0.32,256,0.58,198,0.79
"bench press",9,2,"70","kgs","","wide grip","26/11/2021, 08:06:56","00:03:38.9",0.27,260,0.55,198,0.953
"bench press",9,3,"70","kgs","","wide grip","26/11/2021, 08:06:56","00:03:38.9",0.24,271,0.48,223,1.127
"bench press",10,1,"70","kgs","","wide grip","26/11/2021, 08:06:56","00:01:35.1",0.32,262,0.57,209,0.825
"bench press",10,2,"70","kgs","","wide grip","26/11/2021, 08:06:56","00:01:35.1",0.25,262,0.46,214,1.031
"bench press",10,3,"70","kgs","","wide grip","26/11/2021, 08:06:56","00:01:35.1",0.22,258,0.40,208,1.191
"deadlift",1,1,"70","kgs","","conventional","30/11/2021, 08:16:49","00:00:00",0.77,564,1.37,443,0.736
"deadlift",1,2,"70","kgs","","conventional","30/11/2021, 08:16:49","00:00:00",0.76,570,1.42,405,0.753
"deadlift",1,3,"70","kgs","","conventional","30/11/2021, 08:16:49","00:00:00",0.74,581,1.36,407,0.785
"deadlift",2,1,"90","kgs","","conventional","30/11/2021, 08:16:49","00:02:05.6",0.60,570,1.22,420,0.951
"deadlift",2,2,"90","kgs","","conventional","30/11/2021, 08:16:49","00:02:05.6",0.58,559,1.16,397,0.956
"deadlift",2,3,"90","kgs","","conventional","30/11/2021, 08:16:49","00:02:05.6",0.64,568,1.24,404,0.882
"deadlift",3,1,"110","kgs","","conventional","30/11/2021, 08:16:49","00:01:22.9",0.52,553,0.96,443,1.06
"deadlift",3,2,"110","kgs","","conventional","30/11/2021, 08:16:49","00:01:22.9",0.53,546,0.95,398,1.03
"deadlift",4,1,"130","kgs","","conventional,hook grip","30/11/2021, 08:16:49","00:01:24.5",0.41,522,0.77,389,1.266
"deadlift",5,1,"140","kgs","","conventional,hook grip","30/11/2021, 08:16:49","00:02:13.1",0.36,519,0.59,405,1.456
"deadlift",6,1,"150","kgs","","conventional,hook grip","30/11/2021, 08:16:49","00:01:39.7",0.25,515,0.49,393,2.039
"deadlift",7,1,"160","kgs","","conventional,hook grip","30/11/2021, 08:16:49","00:02:22.9",0.21,515,0.38,458,2.477
"deadlift",8,1,"165","kgs","","conventional,hook grip","30/11/2021, 08:16:49","00:02:10.6",0.19,512,0.40,448,2.744
"deadlift",9,1,"132,5","kgs","","conventional,straps","30/11/2021, 08:16:49","00:03:24.8",0.38,517,0.63,391,1.35
"deadlift",9,2,"132,5","kgs","","conventional,straps","30/11/2021, 08:16:49","00:03:24.8",0.37,515,0.68,433,1.393
"deadlift",9,3,"132,5","kgs","","conventional,straps","30/11/2021, 08:16:49","00:03:24.8",0.32,511,0.58,397,1.583
"deadlift",10,1,"132,5","kgs","","conventional,straps","30/11/2021, 08:16:49","00:01:41.8",0.35,506,0.60,367,1.435
"deadlift",10,2,"132,5","kgs","","conventional,straps","30/11/2021, 08:16:49","00:01:41.8",0.34,499,0.56,351,1.48
"deadlift",10,3,"132,5","kgs","","conventional,straps","30/11/2021, 08:16:49","00:01:41.8",0.32,510,0.54,397,1.588
"overhead press",1,1,"20","kgs","","","30/11/2021, 08:16:49","00:01:48.1",1.04,622,1.81,395,0.597
"overhead press",1,2,"20","kgs","","","30/11/2021, 08:16:49","00:01:48.1",1.19,633,1.83,384,0.534
"overhead press",1,3,"20","kgs","","","30/11/2021, 08:16:49","00:01:48.1",0.74,658,1.74,344,0.895
"overhead press",2,1,"30","kgs","","","30/11/2021, 08:16:49","00:01:30.6",0.89,610,1.26,178,0.683
"overhead press",2,2,"30","kgs","","","30/11/2021, 08:16:49","00:01:30.6",0.98,624,1.41,494,0.638
"overhead press",2,3,"30","kgs","","","30/11/2021, 08:16:49","00:01:30.6",0.90,637,1.26,443,0.71
"overhead press",3,1,"40","kgs","","","30/11/2021, 08:16:49","00:01:26.4",0.71,601,1.01,173,0.852
"overhead press",3,2,"40","kgs","","","30/11/2021, 08:16:49","00:01:26.4",0.71,598,0.94,193,0.847
"overhead press",4,1,"45","kgs","","","30/11/2021, 08:16:49","00:01:33.6",0.58,601,0.91,173,1.032
"overhead press",4,2,"45","kgs","","","30/11/2021, 08:16:49","00:01:33.6",0.52,598,0.78,172,1.158
"overhead press",5,1,"50","kgs","","","30/11/2021, 08:16:49","00:01:52.4",0.44,613,0.77,145,1.389
"overhead press",6,1,"55","kgs","","","30/11/2021, 08:16:49","00:01:53.4",0.31,602,0.68,125,1.918
"overhead press",7,1,"57,5","kgs","","","30/11/2021, 08:16:49","00:02:09.2",0.26,614,0.65,91,2.393
"overhead press",8,1,"60","kgs","","","30/11/2021, 08:16:49","00:02:29.5",0.16,586,0.58,86,3.654
"overhead press",9,1,"50","kgs","","","30/11/2021, 08:16:49","00:02:37.0",0.41,603,0.75,132,1.469
"overhead press",9,2,"50","kgs","","","30/11/2021, 08:16:49","00:02:37.0",0.33,579,0.64,88,1.752
"overhead press",9,3,"50","kgs","","","30/11/2021, 08:16:49","00:02:37.0",0.26,607,0.62,108,2.311
"overhead press",10,1,"50","kgs","","","30/11/2021, 08:16:49","00:01:19.4",0.32,598,0.71,132,1.863
